Date,Fish_Type,Supply_Kg,Price_Per_Kg,Fuel_price,Ice_price_per_block,,,
2025/6/1,Lapu-lapu (Grouper),16 kg,300,52.65,160,,,
2025/6/1,Malasugi (Blue Marlin),795 kg,310,52.65,160,,,
2025/6/1,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.65,160,,,
2025/6/1,Maya-maya (Snapper),19 kg,200,52.65,160,,,
2025/6/1,Mulmul (Parrot Fish),102 kg,180,52.65,160,,,
2025/6/1,Samaral (Siganid),51 kg,250,52.65,160,,,
2025/6/1,Talakitok (Crevalle),42 kg,250,52.65,160,,,
2025/6/1,Tamban (Indian Sardines),"17,987 kg",90,52.65,160,,,
2025/6/1,Sting Ray,239 kg,90,52.65,160,,,
2025/6/1,Tanguigue (Spanish Mackerel),300 kg,299,52.65,160,,,
2025/6/1,Tulingan (Frigate Tuna),656 kg,250,52.65,160,,,
2025/6/2,Alumahan (Striped Mackerel),"1,404 kg",150,52.65,160,,,
2025/6/2,Bangus (Milk Fish),72 kg,200,52.65,160,,,
2025/6/2,Bariles (Yellow Fin Tuna),706 kg,250,52.65,160,,,
2025/6/2,Culisi (Nemipterid),"2,181 Kg",140,52.65,160,,,
2025/6/2,Galunggong (Round Scad),"1,631 kg",180,52.65,160,,,
2025/6/2,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.65,160,,,
2025/6/2,Lapu-lapu (Grouper),16 kg,300,52.65,160,,,
2025/6/2,Malasugi (Blue Marlin),795 kg,310,52.65,160,,,
2025/6/2,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.65,160,,,
2025/6/2,Maya-maya (Snapper),19 kg,200,52.65,160,,,
2025/6/2,Mulmul (Parrot Fish),102 kg,180,52.65,160,,,
2025/6/2,Samaral (Siganid),51 kg,250,52.65,160,,,
2025/6/2,Talakitok (Crevalle),42 kg,250,52.65,160,,,
2025/6/2,Tamban (Indian Sardines),"17,987 kg",90,52.65,160,,,
2025/6/2,Sting Ray,239 kg,90,52.65,160,,,
2025/6/2,Tanguigue (Spanish Mackerel),300 kg,299,52.65,160,,,
2025/6/2,Tulingan (Frigate Tuna),656 kg,250,52.65,160,,,
2025/6/3,Alumahan (Striped Mackerel),"1,404 kg",150,52.98,160,,,
2025/6/3,Bangus (Milk Fish),72 kg,200,52.98,160,,,
2025/6/3,Bariles (Yellow Fin Tuna),706 kg,250,52.98,160,,,
2025/6/3,Culisi (Nemipterid),"2,181 Kg",140,52.98,160,,,
2025/6/3,Galunggong (Round Scad),"1,631 kg",180,52.98,160,,,
2025/6/3,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.98,160,,,
2025/6/3,Lapu-lapu (Grouper),16 kg,300,52.98,160,,,
2025/6/3,Malasugi (Blue Marlin),795 kg,310,52.98,160,,,
2025/6/3,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.98,160,,,
2025/6/3,Maya-maya (Snapper),19 kg,200,52.98,160,,,
2025/6/3,Mulmul (Parrot Fish),102 kg,180,52.98,160,,,
2025/6/3,Samaral (Siganid),51 kg,250,52.98,160,,,
2025/6/3,Talakitok (Crevalle),42 kg,250,52.98,160,,,
2025/6/3,Tamban (Indian Sardines),"17,987 kg",90,52.98,160,,,
2025/6/3,Sting Ray,239 kg,90,52.98,160,,,
2025/6/3,Tanguigue (Spanish Mackerel),300 kg,299,52.98,160,,,
2025/6/3,Tulingan (Frigate Tuna),656 kg,250,52.98,160,,,
2025/6/4,Alumahan (Striped Mackerel),"1,404 kg",150,52.98,160,,,
2025/6/4,Bangus (Milk Fish),72 kg,200,52.98,160,,,
2025/6/4,Bariles (Yellow Fin Tuna),706 kg,250,52.98,160,,,
2025/6/4,Culisi (Nemipterid),"2,181 Kg",140,52.98,160,,,
2025/6/4,Galunggong (Round Scad),"1,631 kg",180,52.98,160,,,
2025/6/4,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.98,160,,,
2025/6/4,Lapu-lapu (Grouper),16 kg,300,52.98,160,,,
2025/6/4,Malasugi (Blue Marlin),795 kg,310,52.98,160,,,
2025/6/4,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.98,160,,,
2025/6/4,Maya-maya (Snapper),19 kg,200,52.98,160,,,
2025/6/4,Mulmul (Parrot Fish),102 kg,180,52.98,160,,,
2025/6/4,Samaral (Siganid),51 kg,250,52.98,160,,,
2025/6/4,Talakitok (Crevalle),42 kg,250,52.98,160,,,
2025/6/4,Tamban (Indian Sardines),"17,987 kg",90,52.98,160,,,
2025/6/4,Sting Ray,239 kg,90,52.98,160,,,
2025/6/4,Tanguigue (Spanish Mackerel),300 kg,299,52.98,160,,,
2025/6/4,Tulingan (Frigate Tuna),656 kg,250,52.98,160,,,
2025/6/5,Alumahan (Striped Mackerel),"1,404 kg",150,52.98,160,,,
2025/6/5,Bangus (Milk Fish),72 kg,200,52.98,160,,,
2025/6/5,Bariles (Yellow Fin Tuna),706 kg,250,52.98,160,,,
2025/6/5,Culisi (Nemipterid),"2,181 Kg",140,52.98,160,,,
2025/6/5,Galunggong (Round Scad),"1,631 kg",180,52.98,160,,,
2025/6/5,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.98,160,,,
2025/6/5,Lapu-lapu (Grouper),16 kg,300,52.98,160,,,
2025/6/5,Malasugi (Blue Marlin),795 kg,310,52.98,160,,,
2025/6/5,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.98,160,,,
2025/6/5,Maya-maya (Snapper),19 kg,200,52.98,160,,,
2025/6/5,Mulmul (Parrot Fish),102 kg,180,52.98,160,,,
2025/6/5,Samaral (Siganid),51 kg,250,52.98,160,,,
2025/6/5,Talakitok (Crevalle),42 kg,250,52.98,160,,,
2025/6/5,Tamban (Indian Sardines),"17,987 kg",90,52.98,160,,,
2025/6/5,Sting Ray,239 kg,90,52.98,160,,,
2025/6/5,Tanguigue (Spanish Mackerel),300 kg,299,52.98,160,,,
2025/6/5,Tulingan (Frigate Tuna),656 kg,250,52.98,160,,,
2025/6/6,Alumahan (Striped Mackerel),"1,404 kg",160,52.98,160,,,
2025/6/6,Bangus (Milk Fish),72 kg,210,52.98,160,,,
2025/6/6,Bariles (Yellow Fin Tuna),706 kg,260,52.98,160,,,
2025/6/6,Culisi (Nemipterid),"2,181 Kg",150,52.98,160,,,
2025/6/6,Galunggong (Round Scad),"1,631 kg",190,52.98,160,,,
2025/6/6,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.98,160,,,
2025/6/6,Lapu-lapu (Grouper),16 kg,310,52.98,160,,,
2025/6/6,Malasugi (Blue Marlin),795 kg,320,52.98,160,,,
2025/6/6,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.98,160,,,
2025/6/6,Maya-maya (Snapper),19 kg,210,52.98,160,,,
2025/6/6,Mulmul (Parrot Fish),102 kg,190,52.98,160,,,
2025/6/6,Samaral (Siganid),51 kg,260,52.98,160,,,
2025/6/6,Talakitok (Crevalle),42 kg,260,52.98,160,,,
2025/6/6,Tamban (Indian Sardines),"17,987 kg",100,52.98,160,,,
2025/6/6,Sting Ray,239 kg,100,52.98,160,,,
2025/6/6,Tanguigue (Spanish Mackerel),300 kg,309,52.98,160,,,
2025/6/6,Tulingan (Frigate Tuna),656 kg,260,52.98,160,,,
2025/6/7,Alumahan (Striped Mackerel),"1,404 kg",160,52.98,160,,,
2025/6/7,Bangus (Milk Fish),72 kg,210,52.98,160,,,
2025/6/7,Bariles (Yellow Fin Tuna),706 kg,260,52.98,160,,,
2025/6/7,Culisi (Nemipterid),"2,181 Kg",150,52.98,160,,,
2025/6/7,Galunggong (Round Scad),"1,631 kg",190,52.98,160,,,
2025/6/7,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.98,160,,,
2025/6/7,Lapu-lapu (Grouper),16 kg,310,52.98,160,,,
2025/6/7,Malasugi (Blue Marlin),795 kg,320,52.98,160,,,
2025/6/7,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.98,160,,,
2025/6/7,Maya-maya (Snapper),19 kg,210,52.98,160,,,
2025/6/7,Mulmul (Parrot Fish),102 kg,190,52.98,160,,,
2025/6/7,Samaral (Siganid),51 kg,260,52.98,160,,,
2025/6/7,Talakitok (Crevalle),42 kg,260,52.98,160,,,
2025/6/7,Tamban (Indian Sardines),"17,987 kg",100,52.98,160,,,
2025/6/7,Sting Ray,239 kg,100,52.98,160,,,
2025/6/7,Tanguigue (Spanish Mackerel),300 kg,309,52.98,160,,,
2025/6/7,Tulingan (Frigate Tuna),656 kg,260,52.98,160,,,
2025/6/8,Alumahan (Striped Mackerel),"1,404 kg",160,52.98,160,,,
2025/6/8,Bangus (Milk Fish),72 kg,210,52.98,160,,,
2025/6/8,Bariles (Yellow Fin Tuna),706 kg,260,52.98,160,,,
2025/6/8,Culisi (Nemipterid),"2,181 Kg",150,52.98,160,,,
2025/6/8,Galunggong (Round Scad),"1,631 kg",190,52.98,160,,,
2025/6/8,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.98,160,,,
2025/6/8,Lapu-lapu (Grouper),16 kg,310,52.98,160,,,
2025/6/8,Malasugi (Blue Marlin),795 kg,320,52.98,160,,,
2025/6/8,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.98,160,,,
2025/6/8,Maya-maya (Snapper),19 kg,210,52.98,160,,,
2025/6/8,Mulmul (Parrot Fish),102 kg,190,52.98,160,,,
2025/6/8,Samaral (Siganid),51 kg,260,52.98,160,,,
2025/6/8,Talakitok (Crevalle),42 kg,260,52.98,160,,,
2025/6/8,Tamban (Indian Sardines),"17,987 kg",100,52.98,160,,,
2025/6/8,Sting Ray,239 kg,100,52.98,160,,,
2025/6/8,Tanguigue (Spanish Mackerel),300 kg,309,52.98,160,,,
2025/6/8,Tulingan (Frigate Tuna),656 kg,260,52.98,160,,,
2025/6/9,Alumahan (Striped Mackerel),"1,404 kg",160,52.98,160,,,
2025/6/9,Bangus (Milk Fish),72 kg,210,52.98,160,,,
2025/6/9,Bariles (Yellow Fin Tuna),706 kg,260,52.98,160,,,
2025/6/9,Culisi (Nemipterid),"2,181 Kg",150,52.98,160,,,
2025/6/9,Galunggong (Round Scad),"1,631 kg",190,52.98,160,,,
2025/6/9,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.98,160,,,
2025/6/9,Lapu-lapu (Grouper),16 kg,310,52.98,160,,,
2025/6/9,Malasugi (Blue Marlin),795 kg,320,52.98,160,,,
2025/6/9,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.98,160,,,
2025/6/9,Maya-maya (Snapper),19 kg,210,52.98,160,,,
2025/6/9,Mulmul (Parrot Fish),102 kg,190,52.98,160,,,
2025/6/9,Samaral (Siganid),51 kg,260,52.98,160,,,
2025/6/9,Talakitok (Crevalle),42 kg,260,52.98,160,,,
2025/6/9,Tamban (Indian Sardines),"17,987 kg",100,52.98,160,,,
2025/6/9,Sting Ray,239 kg,100,52.98,160,,,
2025/6/9,Tanguigue (Spanish Mackerel),300 kg,309,52.98,160,,,
2025/6/9,Tulingan (Frigate Tuna),656 kg,260,52.98,160,,,
2025/6/10,Alumahan (Striped Mackerel),"1,404 kg",160,51.95,160,,,
2025/6/10,Bangus (Milk Fish),72 kg,210,51.95,160,,,
2025/6/10,Bariles (Yellow Fin Tuna),706 kg,260,51.95,160,,,
2025/6/10,Culisi (Nemipterid),"2,181 Kg",150,51.95,160,,,
2025/6/10,Galunggong (Round Scad),"1,631 kg",190,51.95,160,,,
2025/6/10,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,51.95,160,,,
2025/6/10,Lapu-lapu (Grouper),16 kg,310,51.95,160,,,
2025/6/10,Malasugi (Blue Marlin),795 kg,320,51.95,160,,,
2025/6/10,Matang Baka (Big-eyed Scads),"2,750 kg",210,51.95,160,,,
2025/6/10,Maya-maya (Snapper),19 kg,210,51.95,160,,,
2025/6/10,Mulmul (Parrot Fish),102 kg,190,51.95,160,,,
2025/6/10,Samaral (Siganid),51 kg,260,51.95,160,,,
2025/6/10,Talakitok (Crevalle),42 kg,260,51.95,160,,,
2025/6/10,Tamban (Indian Sardines),"17,987 kg",100,51.95,160,,,
2025/6/10,Sting Ray,239 kg,100,51.95,160,,,
2025/6/10,Tanguigue (Spanish Mackerel),300 kg,309,51.95,160,,,
2025/6/10,Tulingan (Frigate Tuna),656 kg,260,51.95,160,,,
2025/6/11,Alumahan (Striped Mackerel),"1,404 kg",140,51.95,160,,,
2025/6/11,Bangus (Milk Fish),72 kg,190,51.95,160,,,
2025/6/11,Bariles (Yellow Fin Tuna),706 kg,240,51.95,160,,,
2025/6/11,Culisi (Nemipterid),"2,181 Kg",130,51.95,160,,,
2025/6/11,Galunggong (Round Scad),"1,631 kg",170,51.95,160,,,
2025/6/11,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,51.95,160,,,
2025/6/11,Lapu-lapu (Grouper),16 kg,290,51.95,160,,,
2025/6/11,Malasugi (Blue Marlin),795 kg,300,51.95,160,,,
2025/6/11,Matang Baka (Big-eyed Scads),"2,750 kg",190,51.95,160,,,
2025/6/11,Maya-maya (Snapper),19 kg,190,51.95,160,,,
2025/6/11,Mulmul (Parrot Fish),102 kg,170,51.95,160,,,
2025/6/11,Samaral (Siganid),51 kg,240,51.95,160,,,
2025/6/11,Talakitok (Crevalle),42 kg,240,51.95,160,,,
2025/6/11,Tamban (Indian Sardines),"17,987 kg",80,51.95,160,,,
2025/6/11,Sting Ray,239 kg,80,51.95,160,,,
2025/6/11,Tanguigue (Spanish Mackerel),300 kg,289,51.95,160,,,
2025/6/11,Tulingan (Frigate Tuna),656 kg,240,51.95,160,,,
2025/6/12,Alumahan (Striped Mackerel),"1,404 kg",140,51.95,160,,,
2025/6/12,Bangus (Milk Fish),72 kg,190,51.95,160,,,
2025/6/12,Bariles (Yellow Fin Tuna),706 kg,240,51.95,160,,,
2025/6/12,Culisi (Nemipterid),"2,181 Kg",130,51.95,160,,,
2025/6/12,Galunggong (Round Scad),"1,631 kg",170,51.95,160,,,
2025/6/12,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,51.95,160,,,
2025/6/12,Lapu-lapu (Grouper),16 kg,290,51.95,160,,,
2025/6/12,Malasugi (Blue Marlin),795 kg,300,51.95,160,,,
2025/6/12,Matang Baka (Big-eyed Scads),"2,750 kg",190,51.95,160,,,
2025/6/12,Maya-maya (Snapper),19 kg,190,51.95,160,,,
2025/6/12,Mulmul (Parrot Fish),102 kg,170,51.95,160,,,
2025/6/12,Samaral (Siganid),51 kg,240,51.95,160,,,
2025/6/12,Talakitok (Crevalle),42 kg,240,51.95,160,,,
2025/6/12,Tamban (Indian Sardines),"17,987 kg",80,51.95,160,,,
2025/6/12,Sting Ray,239 kg,80,51.95,160,,,
2025/6/12,Tanguigue (Spanish Mackerel),300 kg,289,51.95,160,,,
2025/6/12,Tulingan (Frigate Tuna),656 kg,240,51.95,160,,,
2025/6/13,Alumahan (Striped Mackerel),"1,404 kg",140,51.95,160,,,
2025/6/13,Bangus (Milk Fish),72 kg,190,51.95,160,,,
2025/6/13,Bariles (Yellow Fin Tuna),706 kg,240,51.95,160,,,
2025/6/13,Culisi (Nemipterid),"2,181 Kg",130,51.95,160,,,
2025/6/13,Galunggong (Round Scad),"1,631 kg",170,51.95,160,,,
2025/6/13,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,51.95,160,,,
2025/6/13,Lapu-lapu (Grouper),16 kg,290,51.95,160,,,
2025/6/13,Malasugi (Blue Marlin),795 kg,300,51.95,160,,,
2025/6/13,Matang Baka (Big-eyed Scads),"2,750 kg",190,51.95,160,,,
2025/6/13,Maya-maya (Snapper),19 kg,190,51.95,160,,,
2025/6/13,Mulmul (Parrot Fish),102 kg,170,51.95,160,,,
2025/6/13,Samaral (Siganid),51 kg,240,51.95,160,,,
2025/6/13,Talakitok (Crevalle),42 kg,240,51.95,160,,,
2025/6/13,Tamban (Indian Sardines),"17,987 kg",80,51.95,160,,,
2025/6/13,Sting Ray,239 kg,80,51.95,160,,,
2025/6/13,Tanguigue (Spanish Mackerel),300 kg,289,51.95,160,,,
2025/6/13,Tulingan (Frigate Tuna),656 kg,240,51.95,160,,,
2025/6/14,Alumahan (Striped Mackerel),"1,404 kg",140,51.95,160,,,
2025/6/14,Bangus (Milk Fish),72 kg,190,51.95,160,,,
2025/6/14,Bariles (Yellow Fin Tuna),706 kg,240,51.95,160,,,
2025/6/14,Culisi (Nemipterid),"2,181 Kg",130,51.95,160,,,
2025/6/14,Galunggong (Round Scad),"1,631 kg",170,51.95,160,,,
2025/6/14,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,51.95,160,,,
2025/6/14,Lapu-lapu (Grouper),16 kg,290,51.95,160,,,
2025/6/14,Malasugi (Blue Marlin),795 kg,300,51.95,160,,,
2025/6/14,Matang Baka (Big-eyed Scads),"2,750 kg",190,51.95,160,,,
2025/6/14,Maya-maya (Snapper),19 kg,190,51.95,160,,,
2025/6/14,Mulmul (Parrot Fish),102 kg,170,51.95,160,,,
2025/6/14,Samaral (Siganid),51 kg,240,51.95,160,,,
2025/6/14,Talakitok (Crevalle),42 kg,240,51.95,160,,,
2025/6/14,Tamban (Indian Sardines),"17,987 kg",80,51.95,160,,,
2025/6/14,Sting Ray,239 kg,80,51.95,160,,,
2025/6/14,Tanguigue (Spanish Mackerel),300 kg,289,51.95,160,,,
2025/6/14,Tulingan (Frigate Tuna),656 kg,240,51.95,160,,,
2025/6/15,Alumahan (Striped Mackerel),"1,404 kg",140,51.95,160,,,
2025/6/15,Bangus (Milk Fish),72 kg,190,51.95,160,,,
2025/6/15,Bariles (Yellow Fin Tuna),706 kg,240,51.95,160,,,
2025/6/15,Culisi (Nemipterid),"2,181 Kg",130,51.95,160,,,
2025/6/15,Galunggong (Round Scad),"1,631 kg",170,51.95,160,,,
2025/6/15,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,51.95,160,,,
2025/6/15,Lapu-lapu (Grouper),16 kg,290,51.95,160,,,
2025/6/15,Malasugi (Blue Marlin),795 kg,300,51.95,160,,,
2025/6/15,Matang Baka (Big-eyed Scads),"2,750 kg",190,51.95,160,,,
2025/6/15,Maya-maya (Snapper),19 kg,190,51.95,160,,,
2025/6/15,Mulmul (Parrot Fish),102 kg,170,51.95,160,,,
2025/6/15,Samaral (Siganid),51 kg,240,51.95,160,,,
2025/6/15,Talakitok (Crevalle),42 kg,240,51.95,160,,,
2025/6/15,Tamban (Indian Sardines),"17,987 kg",80,51.95,160,,,
2025/6/15,Sting Ray,239 kg,80,51.95,160,,,
2025/6/15,Tanguigue (Spanish Mackerel),300 kg,289,51.95,160,,,
2025/6/15,Tulingan (Frigate Tuna),656 kg,240,51.95,160,,,
2025/6/16,Alumahan (Striped Mackerel),"1,404 kg",150,51.95,160,,,
2025/6/16,Bangus (Milk Fish),72 kg,200,51.95,160,,,
2025/6/16,Bariles (Yellow Fin Tuna),706 kg,250,51.95,160,,,
2025/6/16,Culisi (Nemipterid),"2,181 Kg",140,51.95,160,,,
2025/6/16,Galunggong (Round Scad),"1,631 kg",180,51.95,160,,,
2025/6/16,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,51.95,160,,,
2025/6/16,Lapu-lapu (Grouper),16 kg,300,51.95,160,,,
2025/6/16,Malasugi (Blue Marlin),795 kg,310,51.95,160,,,
2025/6/16,Matang Baka (Big-eyed Scads),"2,750 kg",200,51.95,160,,,
2025/6/16,Maya-maya (Snapper),19 kg,200,51.95,160,,,
2025/6/16,Mulmul (Parrot Fish),102 kg,180,51.95,160,,,
2025/6/16,Samaral (Siganid),51 kg,250,51.95,160,,,
2025/6/16,Talakitok (Crevalle),42 kg,250,51.95,160,,,
2025/6/16,Tamban (Indian Sardines),"17,987 kg",90,51.95,160,,,
2025/6/16,Sting Ray,239 kg,90,51.95,160,,,
2025/6/16,Tanguigue (Spanish Mackerel),300 kg,299,51.95,160,,,
2025/6/16,Tulingan (Frigate Tuna),656 kg,250,51.95,160,,,
2025/6/17,Alumahan (Striped Mackerel),"1,404 kg",150,53.75,160,,,
2025/6/17,Bangus (Milk Fish),72 kg,200,53.75,160,,,
2025/6/17,Bariles (Yellow Fin Tuna),706 kg,250,53.75,160,,,
2025/6/17,Culisi (Nemipterid),"2,181 Kg",140,53.75,160,,,
2025/6/17,Galunggong (Round Scad),"1,631 kg",180,53.75,160,,,
2025/6/17,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,53.75,160,,,
2025/6/17,Lapu-lapu (Grouper),16 kg,300,53.75,160,,,
2025/6/17,Malasugi (Blue Marlin),795 kg,310,53.75,160,,,
2025/6/17,Matang Baka (Big-eyed Scads),"2,750 kg",200,53.75,160,,,
2025/6/17,Maya-maya (Snapper),19 kg,200,53.75,160,,,
2025/6/17,Mulmul (Parrot Fish),102 kg,180,53.75,160,,,
2025/6/17,Samaral (Siganid),51 kg,250,53.75,160,,,
2025/6/17,Talakitok (Crevalle),42 kg,250,53.75,160,,,
2025/6/17,Tamban (Indian Sardines),"17,987 kg",90,53.75,160,,,
2025/6/17,Sting Ray,239 kg,90,53.75,160,,,
2025/6/17,Tanguigue (Spanish Mackerel),300 kg,299,53.75,160,,,
2025/6/17,Tulingan (Frigate Tuna),656 kg,250,53.75,160,,,
2025/6/18,Alumahan (Striped Mackerel),"1,404 kg",150,53.75,160,,,
2025/6/18,Bangus (Milk Fish),72 kg,200,53.75,160,,,
2025/6/18,Bariles (Yellow Fin Tuna),706 kg,250,53.75,160,,,
2025/6/18,Culisi (Nemipterid),"2,181 Kg",140,53.75,160,,,
2025/6/18,Galunggong (Round Scad),"1,631 kg",180,53.75,160,,,
2025/6/18,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,53.75,160,,,
2025/6/18,Lapu-lapu (Grouper),16 kg,300,53.75,160,,,
2025/6/18,Malasugi (Blue Marlin),795 kg,310,53.75,160,,,
2025/6/18,Matang Baka (Big-eyed Scads),"2,750 kg",200,53.75,160,,,
2025/6/18,Maya-maya (Snapper),19 kg,200,53.75,160,,,
2025/6/18,Mulmul (Parrot Fish),102 kg,180,53.75,160,,,
2025/6/18,Samaral (Siganid),51 kg,250,53.75,160,,,
2025/6/18,Talakitok (Crevalle),42 kg,250,53.75,160,,,
2025/6/18,Tamban (Indian Sardines),"17,987 kg",90,53.75,160,,,
2025/6/18,Sting Ray,239 kg,90,53.75,160,,,
2025/6/18,Tanguigue (Spanish Mackerel),300 kg,299,53.75,160,,,
2025/6/18,Tulingan (Frigate Tuna),656 kg,250,53.75,160,,,
2025/6/19,Alumahan (Striped Mackerel),"1,404 kg",150,53.75,160,,,
2025/6/19,Bangus (Milk Fish),72 kg,200,53.75,160,,,
2025/6/19,Bariles (Yellow Fin Tuna),706 kg,250,53.75,160,,,
2025/6/19,Culisi (Nemipterid),"2,181 Kg",140,53.75,160,,,
2025/6/19,Galunggong (Round Scad),"1,631 kg",180,53.75,160,,,
2025/6/19,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,53.75,160,,,
2025/6/19,Lapu-lapu (Grouper),16 kg,300,53.75,160,,,
2025/6/19,Malasugi (Blue Marlin),795 kg,310,53.75,160,,,
2025/6/19,Matang Baka (Big-eyed Scads),"2,750 kg",200,53.75,160,,,
2025/6/19,Maya-maya (Snapper),19 kg,200,53.75,160,,,
2025/6/19,Mulmul (Parrot Fish),102 kg,180,53.75,160,,,
2025/6/19,Samaral (Siganid),51 kg,250,53.75,160,,,
2025/6/19,Talakitok (Crevalle),42 kg,250,53.75,160,,,
2025/6/19,Tamban (Indian Sardines),"17,987 kg",90,53.75,160,,,
2025/6/19,Sting Ray,239 kg,90,53.75,160,,,
2025/6/19,Tanguigue (Spanish Mackerel),300 kg,299,53.75,160,,,
2025/6/19,Tulingan (Frigate Tuna),656 kg,250,53.75,160,,,
2025/6/20,Alumahan (Striped Mackerel),"1,404 kg",150,53.75,160,,,
2025/6/20,Bangus (Milk Fish),72 kg,200,53.75,160,,,
2025/6/20,Bariles (Yellow Fin Tuna),706 kg,250,53.75,160,,,
2025/6/20,Culisi (Nemipterid),"2,181 Kg",140,53.75,160,,,
2025/6/20,Galunggong (Round Scad),"1,631 kg",180,53.75,160,,,
2025/6/20,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,53.75,160,,,
2025/6/20,Lapu-lapu (Grouper),16 kg,300,53.75,160,,,
2025/6/20,Malasugi (Blue Marlin),795 kg,310,53.75,160,,,
2025/6/20,Matang Baka (Big-eyed Scads),"2,750 kg",200,53.75,160,,,
2025/6/20,Maya-maya (Snapper),19 kg,200,53.75,160,,,
2025/6/20,Mulmul (Parrot Fish),102 kg,180,53.75,160,,,
2025/6/20,Samaral (Siganid),51 kg,250,53.75,160,,,
2025/6/20,Talakitok (Crevalle),42 kg,250,53.75,160,,,
2025/6/20,Tamban (Indian Sardines),"17,987 kg",90,53.75,160,,,
2025/6/20,Sting Ray,239 kg,90,53.75,160,,,
2025/6/20,Tanguigue (Spanish Mackerel),300 kg,299,53.75,160,,,
2025/6/20,Tulingan (Frigate Tuna),656 kg,250,53.75,160,,,
2025/6/21,Alumahan (Striped Mackerel),"1,404 kg",160,53.75,160,,,
2025/6/21,Bangus (Milk Fish),72 kg,210,53.75,160,,,
2025/6/21,Bariles (Yellow Fin Tuna),706 kg,260,53.75,160,,,
2025/6/21,Culisi (Nemipterid),"2,181 Kg",150,53.75,160,,,
2025/6/21,Galunggong (Round Scad),"1,631 kg",190,53.75,160,,,
2025/6/21,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,53.75,160,,,
2025/6/21,Lapu-lapu (Grouper),16 kg,310,53.75,160,,,
2025/6/21,Malasugi (Blue Marlin),795 kg,320,53.75,160,,,
2025/6/21,Matang Baka (Big-eyed Scads),"2,750 kg",210,53.75,160,,,
2025/6/21,Maya-maya (Snapper),19 kg,210,53.75,160,,,
2025/6/21,Mulmul (Parrot Fish),102 kg,190,53.75,160,,,
2025/6/21,Samaral (Siganid),51 kg,260,53.75,160,,,
2025/6/21,Talakitok (Crevalle),42 kg,260,53.75,160,,,
2025/6/21,Tamban (Indian Sardines),"17,987 kg",100,53.75,160,,,
2025/6/21,Sting Ray,239 kg,100,53.75,160,,,
2025/6/21,Tanguigue (Spanish Mackerel),300 kg,309,53.75,160,,,
2025/6/21,Tulingan (Frigate Tuna),656 kg,260,53.75,160,,,
2025/6/22,Alumahan (Striped Mackerel),"1,404 kg",160,53.75,160,,,
2025/6/22,Bangus (Milk Fish),72 kg,210,53.75,160,,,
2025/6/22,Bariles (Yellow Fin Tuna),706 kg,260,53.75,160,,,
2025/6/22,Culisi (Nemipterid),"2,181 Kg",150,53.75,160,,,
2025/6/22,Galunggong (Round Scad),"1,631 kg",190,53.75,160,,,
2025/6/22,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,53.75,160,,,
2025/6/22,Lapu-lapu (Grouper),16 kg,310,53.75,160,,,
2025/6/22,Malasugi (Blue Marlin),795 kg,320,53.75,160,,,
2025/6/22,Matang Baka (Big-eyed Scads),"2,750 kg",210,53.75,160,,,
2025/6/22,Maya-maya (Snapper),19 kg,210,53.75,160,,,
2025/6/22,Mulmul (Parrot Fish),102 kg,190,53.75,160,,,
2025/6/22,Samaral (Siganid),51 kg,260,53.75,160,,,
2025/6/22,Talakitok (Crevalle),42 kg,260,53.75,160,,,
2025/6/22,Tamban (Indian Sardines),"17,987 kg",100,53.75,160,,,
2025/6/22,Sting Ray,239 kg,100,53.75,160,,,
2025/6/22,Tanguigue (Spanish Mackerel),300 kg,309,53.75,160,,,
2025/6/22,Tulingan (Frigate Tuna),656 kg,260,53.75,160,,,
2025/6/23,Alumahan (Striped Mackerel),"1,404 kg",160,53.75,160,,,
